type,exercise_id,video_id,title,path
Exercise,break-apart-three-dig-add,break-apart-three-dig-add,Break apart 3-digit addition problems,khan/math/early-math/cc-early-math-add-sub-1000/cc-early-math-strategies-for-adding-two-and-three-digit-numbers/break-apart-three-dig-add/
Video,rethinking-three-digit-addition-for-mental-calculation,jAfJcgPGqgI,Solving 3-digit addition in your head,khan/math/early-math/cc-early-math-add-sub-1000/cc-early-math-strategies-for-adding-two-and-three-digit-numbers/rethinking-three-digit-addition-for-mental-calculation/
Video,addition-using-groups-of-10-and-100,Nq88IHw4Y9E,Addition using groups of 10 and 100,khan/math/early-math/cc-early-math-add-sub-1000/cc-early-math-strategies-for-adding-two-and-three-digit-numbers/addition-using-groups-of-10-and-100/
Exercise,making-100-and-1000,making-100-and-1000,Add using groups of 10 and 100,khan/math/early-math/cc-early-math-add-sub-1000/cc-early-math-strategies-for-adding-two-and-three-digit-numbers/making-100-and-1000/
Video,exercise-for-numberline-addition-and-subtraction,WevZMyikGV4,Adding and subtracting on number line 2,khan/math/early-math/cc-early-math-add-sub-1000/cc-early-math-strategies-for-adding-two-and-three-digit-numbers/exercise-for-numberline-addition-and-subtraction/
Exercise,adding-and-subtracting-within-1000-using-a-number-line,adding-and-subtracting-within-1000-using-a-number-line,Add and subtract on a number line,khan/math/early-math/cc-early-math-add-sub-1000/cc-early-math-strategies-for-adding-two-and-three-digit-numbers/adding-and-subtracting-within-1000-using-a-number-line/
Exercise,which-has-more-,which-has-more-,Compare size,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-intro/which-has-more-/
Video,order-by-length,SQmyTmO8OKw,Ordering by length,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-intro/order-by-length/
Exercise,order-by-length_1,order-by-length,Order by length,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-intro/order-by-length_1/
Exercise,indirect-measurement,indirect-measurement,Indirect measurement,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-intro/indirect-measurement/
Exercise,measuring-lengths-1,measuring-lengths-1,Measure lengths 1,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/measuring-lengths-1/
Video,measuring-lengths-2,muC7HMIEYDU,Measuring lengths 2,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/measuring-lengths-2/
Exercise,measuring-lengths-2_1,measuring-lengths-2,Measure lengths 2,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/measuring-lengths-2_1/
Video,measuring-lengths-with-different-units,_irJM-um6HE,Measuring lengths with different units,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-measuring-length/measuring-lengths-with-different-units/
Video,comparing-lengths,o-D-8B_5ibU,Comparing lengths,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-compare-estimate-length/comparing-lengths/
Video,estimating-lengths,0B91xPrwcPE,Estimating lengths,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-compare-estimate-length/estimating-lengths/
Exercise,estimating-lengths_1,estimating-lengths,Estimate lengths,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-compare-estimate-length/estimating-lengths_1/
Video,length-word-problems,Ei5mgFtUGns,Length word problems,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-word-problems/length-word-problems/
Exercise,length-word-problems_1,length-word-problems,Length word problems,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-word-problems/length-word-problems_1/
Video,basic-measurement,pdleRJd9YNY,Measuring length: golden statue,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-word-problems/basic-measurement/
Video,picture-graphs,w49ddHSDGUA,Picture graphs,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-picture-graphs/picture-graphs/
Exercise,solving-problems-with-picture-graphs-1,solving-problems-with-picture-graphs-1,Solve problems with picture graphs 1,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-picture-graphs/solving-problems-with-picture-graphs-1/
Video,making-line-plots,HN6FNS7lRhw,Making picture graphs and line plots,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-picture-graphs/making-line-plots/
Exercise,make-picture-graphs-1,make-picture-graphs-1,Make picture graphs 1,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-picture-graphs/make-picture-graphs-1/
Video,reading-bar-graph-examples,OmLl6pkvV-I,Reading bar graphs: dog bones,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-bar-graphs/reading-bar-graph-examples/
Exercise,solving-problems-with-bar-graphs-1,solving-problems-with-bar-graphs-1,Solve problems with bar graphs 1,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-bar-graphs/solving-problems-with-bar-graphs-1/
Video,solving-problems-with-bar-graphs-2,JCdbCdwqXbc,Reading bar graphs: bikes,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-bar-graphs/solving-problems-with-bar-graphs-2/
Exercise,solving-problems-with-bar-graphs-2_1,solving-problems-with-bar-graphs-2,Solve problems with bar graphs 2,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-bar-graphs/solving-problems-with-bar-graphs-2_1/
Video,creating-picture-and-bar-graphs-2-exercise-examples,DvV0e5F98NQ,Creating picture and bar graphs 1,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-bar-graphs/creating-picture-and-bar-graphs-2-exercise-examples/
Exercise,make-bar-graphs-1,make-bar-graphs-1,Make bar graphs 1,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-bar-graphs/make-bar-graphs-1/
Video,introduction-to-line-plots,AtiOjlyOQf4,Intro to line plots,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-line-plots/introduction-to-line-plots/
Exercise,solving-problems-with-line-plots-1,solving-problems-with-line-plots-1,Solve problems with line plots 1,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-line-plots/solving-problems-with-line-plots-1/
Video,making-line-plots,HN6FNS7lRhw,Making picture graphs and line plots,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-line-plots/making-line-plots/
Exercise,creating-line-plots-1,creating-line-plots-1,Make line plots,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-line-plots/creating-line-plots-1/
Video,telling-time-exercise-example-1,NjJFJ7ge_qk,Telling time (labeled clock),khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-time/telling-time-exercise-example-1/
Exercise,tell-time-to-hour-or-half-hour,tell-time-to-hour-or-half-hour,Tell time to hour or half hour,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-time/tell-time-to-hour-or-half-hour/
Exercise,telling_time_0.5,telling_time_0.5,Tell time with a labeled clock,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-time/telling_time_0.5/
Video,telling-time-exercise-example-2,ftndEjAg6qs,Telling time (unlabeled clock),khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-time/telling-time-exercise-example-2/
Exercise,telling_time,telling_time,Tell time without labels,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-time/telling_time/
Video,counting-dollars,s6NOa1KTCxQ,Counting dollars,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-money/counting-dollars/
Video,counting-american-coins,pJ8KwRztfF0,Counting American coins,khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-money/counting-american-coins/
Exercise,counting-money--us-,counting-money--us-,Count money (U.S.),khan/math/early-math/cc-early-math-measure-data-topic/cc-early-math-money/counting-money--us-/
Video,sides-corners,8xbIS2UkQxI,Cousin Fal's shape collection,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/sides-corners/
Video,recognizing-shapes,10dTx1Zy_4w,Recognizing shapes,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/recognizing-shapes/
Exercise,naming-shapes,naming-shapes,Name shapes 1,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/naming-shapes/
Exercise,relative-position,relative-position,Relative position,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/relative-position/
Exercise,naming-shapes-2,naming-shapes-2,Name shapes 2,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/naming-shapes-2/
Exercise,attributes-of-shapes,attributes-of-shapes,Name shapes 3,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/attributes-of-shapes/
Video,sides-corners,8xbIS2UkQxI,Cousin Fal's shape collection,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-properties-shapes/sides-corners/
Video,recognizing-shapes,10dTx1Zy_4w,Recognizing shapes,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-properties-shapes/recognizing-shapes/
Exercise,compare-shapes,compare-shapes,Compare shapes,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-properties-shapes/compare-shapes/
Exercise,recognizing-shapes_1,recognizing-shapes,Name shapes 4,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-properties-shapes/recognizing-shapes_1/
Video,compose-shapes,K3GV13uokbk,Composing shapes,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-composing-shapes/compose-shapes/
Exercise,compose-shapes_1,compose-shapes,Compose shapes,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-composing-shapes/compose-shapes_1/
Video,halves-and-fourths,0lSTXtwPuOU,Halves and fourths,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-fractions-of-shapes/halves-and-fourths/
Exercise,halves-and-fourths_1,halves-and-fourths,Halves and fourths,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-fractions-of-shapes/halves-and-fourths_1/
Video,equal-parts-of-circles-and-rectangles,YwNX9uWszQY,Equal parts of circles and rectangles,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-fractions-of-shapes/equal-parts-of-circles-and-rectangles/
Exercise,equal-parts-of-circles-and-rectangles_1,equal-parts-of-circles-and-rectangles,Equal parts of circles and rectangles,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-fractions-of-shapes/equal-parts-of-circles-and-rectangles_1/
Exercise,length-word-problems,length-word-problems,Length word problems,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-fractions-of-shapes/length-word-problems/
Exercise,recognizing-shapes,recognizing-shapes,Name shapes 4,khan/math/early-math/cc-early-math-geometry-topic/cc-early-math-fractions-of-shapes/recognizing-shapes/
Video,basic-addition,AuX7nPBqDts,Basic addition,khan/math/arithmetic/addition-subtraction/basic-addition/basic-addition/
Exercise,addition_1,addition_1,Add within 5,khan/math/arithmetic/addition-subtraction/basic-addition/addition_1/
Video,basic-subtraction,aNqG4ChKShI,Basic subtraction,khan/math/arithmetic/addition-subtraction/basic-addition/basic-subtraction/
Exercise,subtraction_1,subtraction_1,Subtract within 5,khan/math/arithmetic/addition-subtraction/basic-addition/subtraction_1/
Video,adding-whole-numbers-and-applications-1,b22tMEc6Kko,Example: Adding two digit numbers (no carrying),khan/math/arithmetic/addition-subtraction/two-dig-add-sub/adding-whole-numbers-and-applications-1/
Exercise,addition_2,addition_2,Add within 20,khan/math/arithmetic/addition-subtraction/two-dig-add-sub/addition_2/
Video,subtraction-2,incKJchBCLo,Subtraction 2,khan/math/arithmetic/addition-subtraction/two-dig-add-sub/subtraction-2/
Video,subtracting-within-20,9McJ3GobPaY,Subtracting 14 - 6,khan/math/arithmetic/addition-subtraction/two-dig-add-sub/subtracting-within-20/
Exercise,subtraction_2,subtraction_2,Subtract within 20,khan/math/arithmetic/addition-subtraction/two-dig-add-sub/subtraction_2/
Video,carrying-when-adding-three-digit-numbers,Wm0zq-NqEFs,Adding 3-digit numbers,khan/math/arithmetic/addition-subtraction/addition-carrying/carrying-when-adding-three-digit-numbers/
Video,why-carrying-works,O9zSHs1TWMM,Adding with regrouping,khan/math/arithmetic/addition-subtraction/addition-carrying/why-carrying-works/
Video,example-adding-with-carrying,9hM32lsQ4aI,Adding 3-digit numbers with regrouping,khan/math/arithmetic/addition-subtraction/addition-carrying/example-adding-with-carrying/
Exercise,addition_3,addition_3,Add within 100,khan/math/arithmetic/addition-subtraction/addition-carrying/addition_3/
Video,addition-4,fOXo4p4WDKM,Addition 4,khan/math/arithmetic/addition-subtraction/addition-carrying/addition-4/
Exercise,addition_4,addition_4,Add within 1000,khan/math/arithmetic/addition-subtraction/addition-carrying/addition_4/
Video,subtracting-2-digit-numbers-without-regrouping,slIX9EDcHgE,Subtracting 2-digit numbers without regrouping 1,khan/math/arithmetic/addition-subtraction/sub-borrowing/subtracting-2-digit-numbers-without-regrouping/
Video,introduction-to-regrouping-borrowing,egjDLFX9VHg,Subtracting with regrouping (borrowing),khan/math/arithmetic/addition-subtraction/sub-borrowing/introduction-to-regrouping-borrowing/
Exercise,subtraction_3,subtraction_3,Subtract within 100,khan/math/arithmetic/addition-subtraction/sub-borrowing/subtraction_3/
Video,basic-regrouping-or-borrowing-when-subtracting-three-digit-numbers,9T3AAn-Cw3g,Subtracting 3-digit numbers (regrouping) 1,khan/math/arithmetic/addition-subtraction/sub-borrowing/basic-regrouping-or-borrowing-when-subtracting-three-digit-numbers/
Video,regrouping-when-subtracting-three-digit-numbers,QOtam19NQcQ,Subtracting 3-digit numbers (regrouping) 2,khan/math/arithmetic/addition-subtraction/sub-borrowing/regrouping-when-subtracting-three-digit-numbers/
Video,regrouping-twice-when-subtracting-three-digit-numbers,LSaaKau63Gg,Subtracting 3-digit numbers (regrouping twice),khan/math/arithmetic/addition-subtraction/sub-borrowing/regrouping-twice-when-subtracting-three-digit-numbers/
Video,regrouping-from-0-when-subtracting-three-digit-numbers,3lHBgFvr3yE,Subtracting 3-digit numbers (regrouping from 0),khan/math/arithmetic/addition-subtraction/sub-borrowing/regrouping-from-0-when-subtracting-three-digit-numbers/
Video,borrowing-once-example-1,RRk5qLd__Ro,Borrowing once example 1,khan/math/arithmetic/addition-subtraction/sub-borrowing/borrowing-once-example-1/
Video,borrowing-once-example-2,8_fT1BsTmt4,Borrowing once example 2,khan/math/arithmetic/addition-subtraction/sub-borrowing/borrowing-once-example-2/
Video,alternate-mental-subtraction-method,GBtcGO44e-A,Alternate mental subtraction method,khan/math/arithmetic/addition-subtraction/sub-borrowing/alternate-mental-subtraction-method/
Video,regrouping-borrowing-twice-example,OJ-wajo6oa4,Regrouping (borrowing) twice example,khan/math/arithmetic/addition-subtraction/sub-borrowing/regrouping-borrowing-twice-example/
Exercise,subtraction_4,subtraction_4,Subtract within 1000,khan/math/arithmetic/addition-subtraction/sub-borrowing/subtraction_4/
Video,multiplication-intro,RNxwasijbAo,Intro to multiplication,khan/math/arithmetic/multiplication-division/mult-div-concept/multiplication-intro/
Video,multiplication-as-groups-of-objects,cDpBtkU2cf8,Multiplication as groups of objects,khan/math/arithmetic/multiplication-division/mult-div-concept/multiplication-as-groups-of-objects/
Video,more-on-the-concept-of-multiplication,vfMx9-rJXuo,More ways to multiply,khan/math/arithmetic/multiplication-division/mult-div-concept/more-on-the-concept-of-multiplication/
